                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     85,                 1.4052,                 1.7919,                  1.512,                 0.6231,                0.54629,                  0.568,                0.34945,                 1.4403,                 1.4439,                 1.5251,             7.4351e-05,             7.4351e-05,             7.4351e-05
                     86,                  1.408,                 1.7947,                 1.5113,                0.63523,                0.54486,                0.56537,                0.34845,                 1.4258,                 1.4606,                 1.5265,             7.0223e-05,             7.0223e-05,             7.0223e-05
                     87,                  1.406,                 1.7901,                 1.5111,                0.64831,                0.54043,                 0.5681,                0.34951,                 1.4207,                 1.4138,                 1.5197,             6.6095e-05,             6.6095e-05,             6.6095e-05
                     88,                 1.4023,                 1.7275,                  1.484,                 0.6367,                0.55607,                0.57729,                0.35337,                  1.418,                 1.3854,                 1.5222,             6.1966e-05,             6.1966e-05,             6.1966e-05
                     89,                 1.4112,                 1.8152,                 1.5209,                0.64612,                0.54851,                0.57021,                0.34926,                 1.4245,                  1.424,                 1.5213,             5.7838e-05,             5.7838e-05,             5.7838e-05
                     90,                 1.3981,                  1.766,                 1.5234,                0.66278,                0.55396,                0.57961,                0.35604,                 1.4224,                 1.3985,                 1.5209,              5.371e-05,              5.371e-05,              5.371e-05
                     91,                 1.3307,                 1.8609,                 1.5229,                0.63186,                0.55006,                0.56906,                0.35498,                 1.4255,                 1.4861,                 1.5154,             4.9581e-05,             4.9581e-05,             4.9581e-05
                     92,                 1.3062,                  1.714,                 1.5286,                0.65528,                0.55342,                0.58582,                0.35834,                 1.4123,                 1.4566,                 1.5121,             4.5453e-05,             4.5453e-05,             4.5453e-05
                     93,                 1.3393,                 1.7796,                 1.5291,                0.62986,                0.56005,                 0.5875,                0.36661,                 1.4032,                 1.4695,                 1.4986,             4.1325e-05,             4.1325e-05,             4.1325e-05
                     94,                 1.3376,                 1.7747,                 1.5588,                0.62739,                0.57342,                0.59172,                0.36679,                 1.4176,                 1.4716,                 1.5109,             3.7196e-05,             3.7196e-05,             3.7196e-05
                     95,                 1.3153,                 1.8462,                   1.52,                0.64023,                 0.5754,                0.59214,                0.37157,                 1.4045,                 1.4553,                 1.4986,             3.3068e-05,             3.3068e-05,             3.3068e-05
                     96,                 1.2923,                 1.7265,                  1.515,                0.64287,                0.56562,                0.59516,                0.36992,                 1.4034,                 1.4603,                 1.5004,              2.894e-05,              2.894e-05,              2.894e-05
                     97,                 1.2774,                 1.8932,                 1.4973,                 0.6598,                0.56505,                0.60089,                0.37696,                 1.4137,                 1.4284,                 1.5001,             2.4812e-05,             2.4812e-05,             2.4812e-05
                     98,                 1.3026,                 1.6896,                 1.5182,                0.62572,                 0.5849,                0.59945,                0.37641,                  1.402,                 1.4462,                 1.4936,             2.0683e-05,             2.0683e-05,             2.0683e-05
                     99,                 1.2883,                 1.8049,                 1.4984,                0.64458,                0.58542,                0.60558,                0.38105,                  1.403,                 1.4337,                 1.4939,             1.6555e-05,             1.6555e-05,             1.6555e-05
                    100,                 1.2732,                 1.6882,                  1.491,                0.62974,                0.58645,                0.60433,                0.37696,                 1.4015,                  1.454,                  1.494,             1.2427e-05,             1.2427e-05,             1.2427e-05
